1,1230101001,42
2,1230101004,49
3,1230101005,79
4,1230101006,69
5,1230101007,61
6,1230101008,52
7,1230101011,56
8,1230101012,75
9,1230101013,51
10,1230101014,49
11,1230101015,44
12,1230101016,61
13,1230101017,52
14,1230101018,64
15,1230101019,78
16,1230101020,56
17,1230101021,45
18,1230101023,56
19,1230101024,55
20,1230101025,75
21,1230101026,67
22,1230101027,47
23,1230101028,51
24,1230101029,82
25,1230101030,71
26,1230101031,46
27,1230101032,46
28,1230101033,69
29,1230101034,55
30,1230101036,72
31,1230101037,63
32,1230101038,45
33,1230101039,67
34,1230101041,79
35,1230101043,58
36,1230101045,48
37,1230101046,49
38,1230101047,69
39,1230101048,65
40,1230101049,48
41,1230101051,36
42,1230101052,48
43,1230101053,59
44,1230101056,52
45,1230101057,55
46,1230101058,48
47,1230101059,74
48,1230101060,50
49,1230101061,75
50,1230101064,38
51,1230101067,70
52,1230101068,61
53,1230101069,63
54,1230101070,83
55,1230101071,51
56,1230101073,58
57,1230101074,53
58,1230101076,50
59,1230101077,49
60,1230101078,52
61,1230101080,60
62,1230101082,74
63,1230101083,82
64,1230101084,66
65,1230101085,57
66,1230101087,58
67,1230101088,57
68,1230101089,55
69,1230101091,72
70,1230101092,38
71,1230101093,65
72,1230101097,43
73,1230101100,52
74,1230101103,67
75,1230101105,58
76,1230101106,41
77,1230101107,66
78,1230101110,64
79,1230101111,43
80,1230101113,62
81,1230101115,72
82,1230101116,76
83,1230101117,65
84,1230101120,56
85,1230101121,43
86,1230101122,75
87,1230101124,57
88,1230101125,50
89,1230101126,57
90,1230101127,64
91,1230101129,60
92,1230101130,65
93,1230101131,55
94,1230101133,44
95,1230101135,55
96,1230101136,44
97,1230101137,64
98,1230101140,59
99,1230101141,47
100,1230101143,49
101,1230101145,72
102,1230101147,72
103,1230101149,50
104,1230101150,54
105,1230101151,73
106,1230101152,50
107,1230101153,71
108,1230101154,59
109,1230101155,53
110,1230101156,58
111,1230101157,82
112,1230101158,70
113,1230101159,70
114,1230101160,60
115,1230101162,58
116,1230101164,39
117,1230101165,40
118,1230101166,60
119,1230101167,41
120,1230101168,51
121,1230101169,51
122,1230101170,56
123,1230101175,49
124,1230101176,63
125,1230101177,58
126,1230101178,68
127,1230101179,58
128,1230101181,69
129,1230101182,56
130,1230101183,54
131,1230101184,56
132,1230101185,56
133,1230101186,47
134,1230101187,48
135,1230101188,67
136,1230101189,59
137,1230101191,55
138,1230101192,53
139,1230101193,52
140,1230101195,43
141,1230101196,58
142,1230101197,49
143,1230101198,49
144,1230101200,55
145,1230101201,57
146,1230101205,52
147,1230101206,41
148,1230101207,63
149,1230101208,51
150,1230101209,45
151,1230101210,68
152,1230101211,42
153,1230101213,60
154,1230101214,56
155,1230101215,65
156,1230101216,53
157,1230101219,71
158,1230101221,75
159,1230101223,61
160,1230101224,70
161,1230101225,78
162,1230101227,54
163,1230101229,54
164,1230101230,69
165,1230101231,42
166,1230101232,58
167,1230101234,61
168,1230101235,55
169,1230101238,46
170,1230101239,83
171,1230101240,53
172,1230101241,84
173,1230101242,66
174,1230101243,59
175,1230101244,45
176,1230101245,45
177,1230101246,62
178,1230101247,56
179,1230101249,50
180,1230101250,51
181,1230101251,56
182,1230101253,60
183,1230101255,49
184,1230101256,63
185,1230101257,79
186,1230101258,76
187,1230101259,43
188,1230101260,62
189,1230101262,69
190,1230101264,39
191,1230101266,52
192,1230101267,49
193,1230101269,55
194,1230101270,57
195,1230101273,42
196,1230101275,67
197,1230101276,85
198,1230101277,50
199,1230101279,49
200,1230101281,52
201,1230101282,57
202,1230101283,62
203,1230101284,53
204,1230101285,79
205,1230101288,67
206,1230101291,82
207,1230101293,95
208,1230101295,56
209,1230101296,50
210,1230101298,58
211,1230101299,55
212,1230101300,44
213,1230102001,51
214,1230102002,40
215,1230102003,60
216,1230102004,78
217,1230102005,40
218,1230102006,46
219,1230102007,72
220,1230102008,45
221,1230102009,55
222,1230102010,59
223,1230102012,59
224,1230102013,44
225,1230102015,68
226,1230102017,54
227,1230102018,68
228,1230102019,53
229,1230102020,47
230,1230102021,53
231,1230102022,59
232,1230102024,58
233,1230102026,69
234,1230102027,57
235,1230102028,56
236,1230102032,51
237,1230102034,81
238,1230102035,58
239,1230102036,55
240,1230102037,67
241,1230102038,61
242,1230102039,52
243,1230102040,90
244,1230102041,57
245,1230102042,52
246,1230102043,56
247,1230102044,72
248,1230102045,49
249,1230102046,71
250,1230102048,68
251,1230102049,45
252,1230102051,53
253,1230102052,64
254,1230102053,52
255,1230102054,55
256,1230102056,47
257,1230102057,71
258,1230102058,38
259,1230102059,51
260,1230102060,73
261,1230102062,50
262,1230102063,49
263,1230102064,49
264,1230102065,59
265,1230102066,55
266,1230102067,72
267,1230102071,46
268,1230102072,48
269,1230102073,40
270,1230102074,63
271,1230102075,58
272,1230102076,42
273,1230102077,52
274,1230102079,49
275,1230102080,81
276,1230102081,57
277,1230102083,44
278,1230102084,59
279,1230102085,72
280,1230102086,48
281,1230102087,67
282,1230102088,53
283,1230102089,60
284,1230102090,52
285,1230102091,53
286,1230102092,65
287,1230102093,53
288,1230102095,75
289,1230102096,79
290,1230102097,61
291,1230102098,47
292,1230102099,61
293,1230102100,45
294,1230102101,46
295,1230102102,57
296,1230102103,64
